,location,total_sqft,bath,price,bhk,encoded_loc
1961,other,1135.0,2,55.0,2,230
1962,Begur Road,1260.0,2,46.62,2,39
1963,other,1440.0,5,110.0,5,230
1964,Hennur Road,2160.0,3,160.0,3,96
1965,Rachenahalli,1220.0,2,59.5,2,183
1966,Margondanahalli,1200.0,2,67.0,2,162
1967,Yelahanka,1300.0,2,65.0,2,226
1968,Cox Town,605.0,1,29.0,1,62
1969,Bhoganhalli,1444.0,2,75.97,2,43
1970,Amruthahalli,924.0,2,45.0,2,14
1971,Kaikondrahalli,1000.0,2,30.0,2,120
1972,Bisuvanahalli,845.0,2,29.0,2,46
1973,Kanakpura Road,700.0,2,35.0,2,127
1974,Kothanur,1187.0,2,58.0,2,146
1975,Kaggadasapura,1625.0,3,55.0,3,118
1976,Devarachikkanahalli,1200.0,2,83.0,2,66
1977,other,1452.55,2,110.0,2,230
1978,other,2357.0,3,151.0,3,230
1979,Kaval Byrasandra,1200.0,2,49.5,2,133
1980,Budigere,1139.0,2,56.85,2,52
1981,Kanakpura Road,1660.0,3,75.0,3,127
1982,Somasundara Palya,1448.0,2,68.0,2,202
1983,Kadugodi,1762.0,3,110.0,3,117
1984,Kaggadasapura,1105.0,2,38.65,2,118
1985,Yelahanka,1825.0,3,105.0,3,226
1986,Bhoganhalli,296.0,1,22.89,1,43
1987,other,1200.0,4,85.0,5,230
1988,Thanisandra,1185.0,2,43.0,2,209
1989,Electronic City Phase II,1320.0,2,38.12,3,75
1990,Hulimavu,1058.0,2,48.0,2,105
1991,Bellandur,1220.0,2,60.0,2,40
1992,Old Madras Road,1200.0,2,72.0,2,177
1993,Kengeri,1160.0,2,40.6,3,135
1994,other,1411.0,3,91.72,3,230
1995,Bannerghatta Road,1550.0,3,78.0,3,34
1996,Green Glen Layout,3250.0,4,230.0,4,83
1997,Haralur Road,2475.0,4,130.0,3,90
1998,Jakkur,4305.905,2,260.5,4,110
1999,7th Phase JP Nagar,2503.0,4,188.0,4,6
2000,Marathahalli,2524.0,5,190.0,4,161
2001,Kaggadasapura,1063.0,2,42.0,2,118
2002,Kanakpura Road,1077.0,2,37.7,2,127
2003,other,1200.0,3,44.0,2,230
2004,Hosakerehalli,1500.0,3,70.0,4,102
2005,Jalahalli,1045.0,2,76.77,2,111
2006,Kanakapura,1290.0,2,45.15,3,126
2007,Hoodi,1400.0,2,78.0,2,97
2008,Begur Road,1600.0,3,58.14,3,39
2009,Nagavara,1545.0,2,58.0,3,171
2010,Sarjapur  Road,1680.0,3,112.0,3,194
2011,other,1350.0,2,67.5,2,230
2012,Gottigere,950.0,2,38.0,2,82
2013,Thanisandra,1050.0,2,45.0,2,209
2014,Banashankari Stage V,1305.0,2,49.0,3,29
2015,Kodichikkanahalli,2700.0,7,125.0,5,138
2016,other,1100.0,3,78.0,3,230
2017,Thanisandra,3500.0,5,160.0,6,209
2018,Begur Road,1634.0,3,83.33,3,39
2019,Prithvi Layout,1352.0,2,85.0,2,181
2020,Balagere,1145.0,2,65.0,2,25
2021,other,1240.0,2,43.79,2,230
2022,7th Phase JP Nagar,2200.0,3,190.0,3,6
2023,Bommasandra Industrial Area,1020.0,2,39.0,2,49
2024,Raja Rajeshwari Nagar,1168.0,2,61.0,2,184
2025,Electronic City Phase II,1205.0,2,75.0,2,75
2026,Yeshwanthpur,1195.0,2,100.0,2,229
2027,CV Raman Nagar,1028.0,2,49.0,2,53
2028,other,1175.0,2,48.27,2,230
2029,Pai Layout,1550.0,2,90.0,3,179
2030,Hoodi,2400.0,5,160.0,5,97
2031,Yelahanka,1603.0,3,96.0,3,226
2032,Marathahalli,1350.0,3,72.0,3,161
2033,KR Puram,714.0,1,28.0,1,115
2034,Whitefield,1215.0,2,65.0,2,224
2035,Malleshpalya,1405.0,2,77.0,3,159
2036,KR Puram,1142.0,2,51.0,2,115
2037,other,4000.0,4,170.0,4,230
2038,Whitefield,1870.0,3,90.0,3,224
2039,Subramanyapura,1313.0,2,73.0,2,205
2040,other,1945.0,3,120.0,3,230
2041,Thanisandra,1573.0,3,95.0,3,209
2042,Sarjapur  Road,1255.0,2,92.0,2,194
2043,Benson Town,1400.0,3,91.15,4,41
2044,Kannamangala,1235.0,2,43.63,2,128
2045,Sarjapur  Road,1380.0,2,52.0,3,194
2046,other,1465.0,2,74.72,3,230
2047,Thigalarapalya,1418.0,2,103.0,2,210
2048,Anekal,351.0,1,16.0,1,17
2049,Uttarahalli,1279.0,2,48.0,2,216
2050,Rajaji Nagar,5257.5,2,424.5,4,185
2051,Uttarahalli,1845.0,2,68.27,3,216
2052,other,1360.0,2,59.27,3,230
2053,other,1150.0,2,75.0,3,230
2054,Whitefield,1260.0,2,49.5,2,224
2055,other,1200.0,3,74.0,3,230
2056,Dasanapura,965.0,2,42.5,2,63
2057,Hoodi,1350.0,2,48.0,3,97
2058,Bhoganhalli,1447.0,2,75.97,2,43
2059,other,1229.0,3,86.03,3,230
2060,Kudlu,1027.0,2,43.0,2,147
2061,Gottigere,1153.0,2,48.5,2,82
2062,Whitefield,4271.0,5,145.5,4,224
2063,Malleshpalya,1065.0,2,50.0,2,159
2064,other,1030.0,2,61.0,2,230
2065,Mallasandra,1340.0,2,61.0,2,158
2066,other,600.0,1,32.0,1,230
2067,Begur Road,1410.0,2,44.42,3,39
2068,Varthur,1055.0,2,45.35,2,217
2069,Yelahanka,1304.0,2,79.0,2,226
2070,Kammasandra,990.0,2,31.5,2,125
2071,7th Phase JP Nagar,1035.0,2,39.33,2,6
2072,Tumkur Road,998.0,1,30.09,1,214
2073,Sonnenahalli,1120.0,2,43.0,2,204
2074,Haralur Road,1300.0,2,73.0,2,90
2075,Tumkur Road,1239.0,2,82.0,2,214
2076,Hosa Road,1365.0,2,92.0,2,101
2077,Subramanyapura,1130.0,2,45.19,3,205
2078,Green Glen Layout,1776.42,3,105.0,3,83
2079,other,1107.0,2,33.0,2,230
2080,Nagavara,2319.0,3,180.0,3,171
2081,other,1520.0,3,80.0,3,230
2082,Kannamangala,1536.0,3,89.0,3,128
2083,other,3000.0,4,240.0,4,230
2084,other,1050.0,2,38.0,2,230
2085,Hoodi,1850.0,3,146.0,3,97
2086,Billekahalli,1112.0,2,62.0,2,44
2087,Marathahalli,1535.0,3,72.5,3,161
2088,Kanakpura Road,1050.0,2,35.0,2,127
2089,7th Phase JP Nagar,1250.0,3,65.0,3,6
2090,Kalena Agrahara,1187.0,2,52.0,2,121
2091,9th Phase JP Nagar,1164.0,2,56.0,2,8
2092,Electronic City Phase II,1395.0,2,62.78,3,75
2093,Arekere,2072.0,3,108.0,3,20
2094,Kanakpura Road,1450.0,3,60.91,3,127
2095,Bannerghatta Road,1550.0,3,82.0,3,34
2096,other,1315.0,2,90.0,2,230
2097,other,1210.0,2,72.0,2,230
2098,Bisuvanahalli,1075.0,2,47.0,3,46
2099,other,11338.0,9,1000.0,6,230
2100,other,1215.0,3,42.2,3,230
2101,Kaggadasapura,1470.0,2,75.0,3,118
2102,other,30000.0,4,2100.0,4,230
2103,Hosur Road,1590.0,2,125.0,3,104
2104,Kanakpura Road,1050.0,2,36.75,2,127
2105,Raja Rajeshwari Nagar,1306.0,2,55.91,2,184
2106,other,1445.0,3,64.0,3,230
2107,Sarjapur  Road,1220.0,3,58.0,3,194
2108,Sarjapur,3190.0,3,160.0,4,193
2109,Ramagondanahalli,1215.0,2,51.26,2,187
2110,Budigere,1920.0,2,88.0,3,52
2111,Dodda Nekkundi,1390.0,2,60.0,2,67
2112,Hoodi,1196.0,2,71.74,2,97
2113,Bannerghatta Road,1550.0,2,75.0,3,34
2114,Thigalarapalya,1418.0,2,101.0,2,210
2115,Varthur Road,1655.0,3,115.0,3,218
2116,KR Puram,1115.0,2,33.45,2,115
2117,other,1170.0,2,68.0,2,230
2118,Anekal,1035.0,2,38.3,2,17
2119,Singasandra,1306.0,2,58.0,3,201
2120,Kengeri,750.0,2,22.0,2,135
2121,Thanisandra,1917.0,3,122.0,3,209
2122,Kaggadasapura,1615.0,3,58.0,3,118
2123,Marathahalli,1071.0,2,52.25,2,161
2124,5th Phase JP Nagar,1400.0,2,88.0,3,4
2125,Tumkur Road,1246.0,2,82.0,2,214
2126,Sarjapur,1215.0,2,40.0,2,193
2127,Munnekollal,1200.0,2,49.5,2,164
2128,Kodigehaali,1200.0,2,60.0,2,139
2129,Kaval Byrasandra,945.0,2,50.0,2,133
2130,Hormavu,1175.0,2,52.0,2,100
2131,Whitefield,920.0,2,63.0,2,224
2132,other,1600.0,2,110.0,2,230
2133,other,955.0,1,34.01,2,230
2134,Uttarahalli,1425.0,2,64.0,3,216
2135,Whitefield,1165.0,2,40.5,2,224
2136,Kaggadasapura,1050.0,2,48.0,2,118
2137,other,1370.0,2,75.0,3,230
2138,Electronic City,1374.0,2,72.0,3,74
2139,Harlur,1754.0,3,124.0,3,91
2140,Kothanur,1847.0,3,110.0,3,146
2141,Ambedkar Nagar,1850.0,4,139.0,3,13
2142,Chikka Tirupathi,3297.0,3,135.0,3,57
2143,other,1187.0,2,45.0,2,230
2144,Bommasandra Industrial Area,1400.0,2,40.44,3,49
2145,other,600.0,2,30.0,3,230
2146,Doddaballapur,3000.0,2,120.0,3,68
2147,Thanisandra,693.0,1,34.3,1,209
2148,KR Puram,1021.0,2,48.0,2,115
2149,Thigalarapalya,1165.0,2,95.0,2,210
2150,Horamavu Agara,1756.0,3,92.0,3,98
2151,Bharathi Nagar,1739.0,3,105.0,3,42
2152,Varthur,1280.0,2,65.0,2,217
2153,Marathahalli,1215.0,2,58.86,2,161
2154,Munnekollal,950.0,2,46.5,2,164
2155,Kengeri,1082.0,2,49.0,3,135
2156,Devanahalli,1080.0,2,53.35,2,65
2157,Arekere,1100.0,2,55.0,2,20
2158,Ardendale,3200.0,4,205.0,4,19
2159,Sarjapur  Road,1311.0,2,78.0,2,194
2160,Raja Rajeshwari Nagar,1608.0,3,67.98,3,184
2161,Begur Road,1160.0,2,36.0,2,39
2162,Whitefield,1170.0,2,71.0,2,224
2163,Kengeri,1155.0,2,40.6,2,135
2164,Rayasandra,1065.0,2,44.95,2,189
2165,Neeladri Nagar,674.0,1,21.0,1,173
2166,Ambedkar Nagar,1936.0,4,126.0,3,13
2167,other,1100.0,2,38.45,2,230
2168,Ramagondanahalli,2257.0,4,157.0,3,187
2169,Nagarbhavi,1055.0,2,55.0,2,169
2170,Raja Rajeshwari Nagar,1530.0,3,51.87,3,184
2171,other,1700.0,3,97.0,3,230
2172,Raja Rajeshwari Nagar,1575.0,2,78.0,3,184
2173,Rajiv Nagar,1263.0,2,93.32,2,186
2174,KR Puram,2186.5,3,69.315,3,115
2175,Kengeri Satellite Town,1043.0,2,65.0,2,136
2176,Hennur,1255.0,2,53.5,2,95
2177,JP Nagar,2002.5,2,93.865,2,109
2178,Yelahanka,1550.0,3,120.0,3,226
2179,other,1900.0,3,160.0,3,230
2180,other,1360.0,3,55.0,3,230
2181,other,1100.0,2,75.0,2,230
2182,8th Phase JP Nagar,1455.0,3,73.31,3,7
2183,KR Puram,1035.0,2,40.5,2,115
2184,Harlur,1152.0,2,69.0,2,91
2185,Bellandur,1299.0,2,82.0,2,40
2186,Rachenahalli,1050.0,2,52.5,2,183
2187,Pai Layout,1050.0,2,40.0,2,179
2188,Vittasandra,1246.0,2,67.4,2,223
2189,other,1929.0,3,115.0,3,230
2190,Hennur,1285.0,2,60.0,2,95
2191,Margondanahalli,1200.0,2,65.0,3,162
2192,other,3161.0,4,214.0,4,230
2193,Sompura,1025.0,2,37.0,3,203
2194,Malleshwaram,1124.0,3,80.0,2,160
2195,Balagere,1012.0,2,54.59,2,25
2196,8th Phase JP Nagar,871.0,2,55.0,2,7
2197,other,1020.0,2,40.0,2,230
2198,Rachenahalli,1550.0,3,73.5,3,183
2199,Akshaya Nagar,1410.0,2,80.0,3,11
2200,Chikka Tirupathi,3500.0,5,150.0,4,57
2201,Whitefield,1118.0,2,75.0,2,224
2202,Thanisandra,1098.0,2,68.0,2,209
2203,Kanakapura,1130.0,2,45.2,2,126
2204,Sarjapur  Road,1145.0,2,75.0,2,194
2205,Kadugodi,950.0,3,80.0,3,117
2206,other,1051.0,2,33.0,2,230
2207,Marathahalli,1102.0,2,53.67,2,161
2208,Jalahalli,1478.0,2,125.0,2,111
2209,Hebbal,823.0,2,50.63,2,92
2210,Abbigere,880.0,2,35.0,2,10
2211,Budigere,1991.0,4,100.0,3,52
2212,TC Palaya,1100.0,3,50.0,3,207
2213,Gubbalala,1745.0,3,115.0,3,84
2214,other,1100.0,2,70.0,2,230
2215,5th Phase JP Nagar,1450.0,2,58.0,2,4
2216,Singasandra,3366.0,4,120.0,4,201
2217,Sahakara Nagar,1150.0,2,54.0,2,190
2218,Bommanahalli,1090.0,3,44.0,2,47
2219,Kaggadasapura,1132.0,2,42.0,2,118
2220,Hulimavu,1375.0,2,80.0,2,105
2221,Thanisandra,760.0,1,50.3,1,209
2222,Kaggadasapura,1180.0,2,65.0,2,118
2223,Jigani,918.0,2,45.0,2,113
2224,Rachenahalli,600.0,5,50.0,5,183
2225,Margondanahalli,1200.0,1,53.0,2,162
2226,Ardendale,1728.0,3,95.0,3,19
2227,BTM 2nd Stage,1200.0,2,80.0,2,22
2228,6th Phase JP Nagar,1280.0,2,56.0,2,5
2229,other,1455.0,2,56.0,3,230
2230,Rachenahalli,440.0,1,28.0,1,183
2231,Kanakpura Road,1500.0,3,97.0,3,127
2232,Whitefield,1800.0,3,110.0,3,224
2233,Mysore Road,1525.0,3,96.0,3,166
2234,Rachenahalli,1204.0,2,38.5,2,183
2235,Old Madras Road,1225.0,2,53.55,2,177
2236,Bannerghatta Road,1650.0,3,122.0,3,34
2237,other,4200.0,4,255.0,4,230
2238,other,1200.0,2,55.0,2,230
2239,9th Phase JP Nagar,1005.0,2,42.0,2,8
2240,Whitefield,1562.0,3,103.0,3,224
2241,Devanahalli,5000.0,5,395.0,4,65
2242,Ramamurthy Nagar,1200.0,2,42.0,2,188
2243,Kasavanhalli,1555.0,3,82.5,3,130
2244,KR Puram,1550.0,2,71.0,2,115
2245,Whitefield,1190.0,2,67.0,2,224
2246,Chikkalasandra,1070.0,2,50.0,2,59
2247,Jalahalli East,1020.0,2,42.48,2,112
2248,Yelahanka,1610.0,3,115.0,3,226
2249,other,700.0,1,41.0,1,230
2250,other,1300.0,2,49.0,3,230
2251,Hebbal,1420.0,2,123.0,2,92
2252,Hebbal,1069.0,3,65.4,3,92
2253,Marathahalli,1900.0,3,123.0,3,161
2254,Old Airport Road,1655.0,2,97.65,2,176
2255,Uttarahalli,1155.0,2,40.42,2,216
2256,Sarjapur  Road,1300.0,2,70.0,3,194
2257,Electronic City,1100.0,2,45.0,2,74
2258,Doddathoguru,1030.0,2,42.0,2,70
2259,Vittasandra,2105.0,2,70.2,2,223
2260,Bhoganhalli,1700.0,3,126.0,3,43
2261,Jakkur,1760.0,3,139.0,3,110
2262,other,1400.0,2,67.0,2,230
2263,other,1200.0,2,53.0,2,230
2264,Bannerghatta Road,912.0,2,55.0,2,34
2265,Whitefield,1102.0,2,48.0,2,224
2266,other,1535.0,3,55.0,3,230
2267,Jigani,918.0,2,63.2,2,113
2268,Begur Road,1500.0,2,70.0,3,39
2269,other,3000.0,3,250.0,3,230
2270,Kasavanhalli,1476.0,3,89.0,3,130
2271,Mysore Road,1200.0,2,65.0,2,166
2272,Vijayanagar,606.0,1,34.78,1,220
2273,other,1100.0,2,61.0,2,230
2274,Garudachar Palya,1295.0,2,59.5,3,79
2275,Neeladri Nagar,527.0,1,26.0,1,173
2276,OMBR Layout,1300.0,2,80.0,2,175
2277,other,1260.0,1,41.0,1,230
2278,Koramangala,1140.0,2,75.2,2,144
2279,Whitefield,2321.0,4,128.0,3,224
2280,Sarjapur  Road,1390.0,2,62.0,2,194
2281,Sarjapur  Road,1725.0,3,90.0,3,194
2282,Hennur Road,1186.0,2,63.0,3,96
2283,Kanakpura Road,1230.0,2,85.0,2,127
2284,other,600.0,1,17.0,1,230
2285,Yeshwanthpur,1313.0,3,96.0,3,229
2286,Ambalipura,1250.0,2,66.25,2,12
2287,Binny Pete,660.0,1,54.0,1,45
2288,Old Madras Road,1100.0,2,70.0,2,177
2289,Electronics City Phase 1,1015.0,2,56.0,2,76
2290,Gottigere,812.0,1,26.0,1,82
2291,other,1360.0,2,65.0,3,230
2292,Nehru Nagar,2167.0,3,170.0,3,174
2293,Raja Rajeshwari Nagar,1200.0,2,35.0,2,184
2294,other,1165.0,2,75.0,2,230
2295,BTM 2nd Stage,1274.0,2,70.0,2,22
2296,Raja Rajeshwari Nagar,1151.0,2,39.02,2,184
2297,Thubarahalli,1626.0,2,120.0,3,211
2298,Banashankari Stage V,1035.0,2,35.77,2,29
2299,other,1272.0,4,75.0,3,230
2300,other,965.0,2,45.0,2,230
2301,other,1600.0,5,140.0,5,230
2302,Kothannur,1070.0,2,42.79,2,145
2303,Raja Rajeshwari Nagar,1570.0,2,65.0,3,184
2304,other,780.0,2,25.0,2,230
2305,other,1000.0,2,65.0,3,230
2306,5th Phase JP Nagar,1700.0,2,100.0,3,4
2307,Haralur Road,1850.0,3,110.0,3,90
2308,Kereguddadahalli,904.0,2,30.0,2,137
2309,other,1121.0,2,43.72,2,230
2310,7th Phase JP Nagar,1385.0,2,58.17,3,6
2311,Sahakara Nagar,1270.0,2,69.85,2,190
2312,Kanakpura Road,1450.0,3,56.0,3,127
2313,Mahadevpura,730.0,1,35.0,1,156
2314,Raja Rajeshwari Nagar,1580.0,3,53.56,3,184
2315,Thanisandra,1111.0,2,50.0,2,209
2316,Kengeri,1125.0,2,88.0,4,135
2317,Varthur,977.0,2,36.0,2,217
2318,other,674.0,1,19.9,2,230
2319,Sarjapur,2540.0,4,115.0,4,193
2320,Jakkur,1290.0,2,100.0,2,110
2321,Abbigere,795.0,2,32.54,2,10
2322,Kanakpura Road,700.0,1,35.0,2,127
2323,other,1306.0,2,58.0,3,230
2324,other,2401.0,3,185.0,3,230
2325,Bommenahalli,1670.0,3,135.0,4,50
2326,other,1200.0,3,90.0,3,230
2327,Dodda Nekkundi,1804.0,3,121.0,3,67
2328,Hoskote,1225.0,3,40.0,3,103
2329,Thanisandra,1652.5,2,58.68,2,209
2330,Bellandur,900.0,2,56.0,2,40
2331,Binny Pete,1350.0,2,91.0,2,45
2332,Kaggalipura,700.0,1,36.0,1,119
2333,other,1160.0,2,46.39,2,230
2334,Hennur Road,1680.0,3,99.27,3,96
2335,LB Shastri Nagar,1043.0,2,55.0,2,151
2336,Hebbal,1040.0,2,46.0,2,92
2337,Tindlu,1357.0,2,65.0,3,213
2338,other,1225.0,2,47.0,2,230
2339,Yelachenahalli,1130.0,2,40.0,2,225
2340,Basavangudi,2500.0,4,150.0,4,35
2341,Sultan Palaya,1700.0,3,120.0,3,206
2342,Doddathoguru,1549.0,3,65.0,3,70
2343,Yeshwanthpur,1400.0,2,100.0,2,229
2344,Dodda Nekkundi,1080.0,2,50.0,2,67
2345,Ulsoor,1180.0,2,100.0,2,215
2346,Domlur,1800.0,3,150.0,3,71
2347,other,890.0,1,75.0,1,230
2348,Abbigere,1005.0,2,39.59,2,10
2349,Whitefield,1320.0,2,95.0,2,224
2350,Anandapura,1475.0,2,50.0,4,15
2351,Kudlu Gate,2489.0,2,99.745,3,148
2352,other,1110.0,2,51.0,2,230
2353,other,1300.0,2,54.0,2,230
2354,Electronic City,1128.0,2,65.35,2,74
2355,Jakkur,1452.19,2,100.0,2,110
2356,Banashankari,2600.0,4,135.0,3,26
2357,Sanjay nagar,630.0,1,35.0,2,191
2358,Hosa Road,1243.0,2,48.5,2,101
2359,other,960.0,2,32.0,2,230
2360,other,1690.0,3,100.0,3,230
2361,Whitefield,735.0,2,35.0,2,224
2362,Banaswadi,1365.0,2,73.0,2,31
2363,Hebbal,1420.0,2,99.39,2,92
2364,Somasundara Palya,1570.0,3,68.0,3,202
2365,Bisuvanahalli,850.0,1,32.0,2,46
2366,7th Phase JP Nagar,1575.0,2,110.0,3,6
2367,Thigalarapalya,1418.0,2,104.0,2,210
2368,Uttarahalli,1050.0,2,42.0,2,216
2369,Ulsoor,1340.0,3,90.0,3,215
2370,Yelahanka New Town,1610.0,3,92.0,3,227
2371,Electronic City Phase II,1160.0,2,33.5,2,75
2372,Kudlu,1092.0,2,44.0,2,147
2373,Yelahanka,1455.0,3,61.5,3,226
2374,other,799.0,2,38.0,2,230
2375,Whitefield,1896.0,3,75.0,3,224
2376,Ardendale,1100.0,2,48.0,2,19
2377,Bellandur,1350.0,2,79.0,2,40
2378,other,1355.0,3,61.0,3,230
2379,other,1350.0,2,90.0,2,230
2380,Kasavanhalli,1493.0,3,82.0,3,130
2381,8th Phase JP Nagar,1098.0,2,43.91,2,7
2382,other,1460.0,3,88.0,3,230
2383,Horamavu Banaswadi,1600.0,5,140.0,5,99
2384,Varthur,1091.0,2,32.0,2,217
2385,Yelahanka,1180.0,2,42.0,2,226
2386,Kanakpura Road,1366.0,3,76.85,2,127
2387,other,1685.0,3,95.0,3,230
2388,Koramangala,1260.0,2,100.0,2,144
2389,Whitefield,3010.0,3,200.0,3,224
2390,Whitefield,1346.0,2,96.17,2,224
2391,Sarjapur  Road,2199.0,2,98.94,3,194
2392,7th Phase JP Nagar,1850.0,3,140.0,3,6
2393,Electronic City,755.0,1,34.0,2,74
2394,other,1194.0,2,46.0,2,230
2395,Whitefield,3850.0,5,316.0,3,224
2396,Hebbal,4235.0,4,365.0,4,92
2397,other,800.0,1,52.0,1,230
2398,Rachenahalli,2250.0,3,195.0,3,183
2399,Vijayanagar,1352.0,2,68.0,2,220
2400,Thanisandra,2002.0,3,112.0,3,209
2401,other,4000.0,5,280.0,4,230
2402,Kaval Byrasandra,1060.0,2,45.0,2,133
2403,Kanakpura Road,1419.59,2,59.0,3,127
2404,Raja Rajeshwari Nagar,1196.0,2,51.15,2,184
2405,Electronic City,1220.0,2,35.24,3,74
2406,Electronics City Phase 1,1595.0,3,75.0,3,76
2407,Banashankari,1260.0,2,75.0,2,26
2408,Hebbal,1100.0,2,47.0,2,92
2409,ISRO Layout,1180.0,2,52.0,2,106
2410,Electronic City,4000.0,5,150.0,4,74
2411,Akshaya Nagar,1662.0,3,85.0,3,11
2412,Akshaya Nagar,1080.0,4,75.0,4,11
2413,Ambedkar Nagar,1862.0,3,119.0,3,13
2414,Raja Rajeshwari Nagar,1419.0,2,48.0,2,184
2415,Whitefield,1410.0,3,43.71,3,224
2416,Raja Rajeshwari Nagar,1560.0,2,62.4,3,184
2417,Thanisandra,1634.0,3,78.0,3,209
2418,Whitefield,1150.0,2,44.0,3,224
2419,other,1100.0,2,53.0,2,230
2420,Yelahanka,1616.0,3,65.0,3,226
2421,Nagavarapalya,1392.0,2,99.0,2,172
2422,Jakkur,1798.0,3,120.0,3,110
2423,Babusapalaya,1675.0,3,75.0,3,24
2424,other,2000.0,4,103.0,5,230
2425,Hebbal,1700.0,3,124.0,3,92
2426,Hulimavu,1248.0,2,69.0,2,105
2427,other,1147.0,2,54.0,2,230
2428,Sultan Palaya,1100.0,2,40.0,2,206
2429,Vijayanagar,1527.0,3,115.0,3,220
2430,Kanakpura Road,525.0,1,25.0,1,127
2431,Kaggadasapura,1100.0,2,58.0,2,118
2432,Seegehalli,1118.0,2,37.5,2,198
2433,Kanakapura,1476.0,3,75.0,3,126
2434,other,2100.0,3,75.0,3,230
2435,other,1215.0,2,46.5,3,230
2436,Ambalipura,1332.0,2,79.0,2,12
2437,Hennur Road,1350.0,2,49.0,2,96
2438,NGR Layout,1105.0,2,49.73,2,167
2439,Kasavanhalli,1200.0,2,50.0,2,130
2440,Ramagondanahalli,1251.0,2,47.4,2,187
2441,Pai Layout,1400.0,2,67.0,3,179
2442,Hegde Nagar,1703.0,3,113.0,3,94
2443,NRI Layout,2500.0,5,130.0,5,168
2444,Varthur,1250.0,3,71.0,3,217
2445,Jigani,933.0,2,43.0,2,113
2446,other,461.82,1,31.7,1,230
2447,Brookefield,1262.0,2,75.0,2,51
2448,Yelahanka,915.0,2,48.0,2,226
2449,Panathur,1370.0,2,61.5,3,180
2450,Malleshpalya,1210.0,2,55.0,2,159
2451,other,1500.0,2,85.0,3,230
2452,other,1065.0,2,50.0,2,230
2453,Ramamurthy Nagar,1515.0,3,65.0,3,188
2454,Sarjapura - Attibele Road,1800.0,4,110.0,4,195
2455,Thanisandra,1445.0,2,40.31,3,209
2456,Uttarahalli,1300.0,2,55.0,3,216
2457,Vijayanagar,989.0,2,60.0,2,220
2458,Jakkur,1300.0,2,85.0,2,110
2459,Battarahalli,1350.0,3,110.0,5,37
2460,Marathahalli,1045.0,2,60.0,2,161
2461,other,1205.0,2,42.18,2,230
2462,other,1260.0,2,75.0,2,230
2463,Ulsoor,1500.0,2,125.0,3,215
2464,Bommanahalli,1250.0,2,42.5,3,47
2465,other,1199.0,2,50.0,2,230
2466,Lakshminarayana Pura,1149.0,2,75.0,2,153
2467,Sarjapur  Road,2180.0,3,170.0,3,194
2468,Hulimavu,1818.0,3,135.0,3,105
2469,other,1070.0,2,33.0,2,230
2470,Nagarbhavi,1350.0,2,54.6,3,169
2471,Chandapura,630.0,1,27.0,2,55
2472,Hoodi,1430.0,2,113.0,2,97
2473,Nagavara,2430.0,4,180.0,3,171
2474,Sarjapur  Road,1084.0,2,55.0,2,194
2475,Hennur Road,1186.0,2,56.0,3,96
2476,Kengeri,1255.0,2,50.0,2,135
2477,Haralur Road,3400.0,5,240.0,4,90
2478,Hosa Road,1541.0,3,69.84,3,101
2479,Iblur Village,3596.0,5,282.0,4,107
2480,Raja Rajeshwari Nagar,1295.0,2,70.0,2,184
2481,7th Phase JP Nagar,1370.0,2,54.79,3,6
2482,Electronic City,1100.0,2,40.0,2,74
2483,JP Nagar,1200.0,2,62.0,2,109
2484,Gunjur,2000.0,3,95.0,4,85
2485,9th Phase JP Nagar,3500.0,4,300.0,4,8
2486,Sarjapur  Road,1220.0,3,62.0,3,194
2487,other,1950.0,3,130.0,3,230
2488,Somasundara Palya,1178.0,2,73.0,2,202
2489,Dasanapura,1286.0,3,61.44,3,63
2490,Begur Road,1160.0,2,42.0,2,39
2491,Jigani,918.0,2,55.0,2,113
2492,Electronic City,1563.0,3,91.84,3,74
2493,other,1326.0,2,62.17,2,230
2494,Begur Road,1240.0,2,39.06,2,39
2495,Kaggadasapura,1325.0,2,50.0,2,118
2496,Sonnenahalli,1100.0,2,44.0,2,204
2497,Gollarapalya Hosahalli,1605.0,3,50.0,3,81
2498,Somasundara Palya,1260.0,2,60.0,2,202
2499,Hoodi,1553.0,3,83.09,3,97
2500,Whitefield,1280.0,2,52.0,2,224
2501,Hebbal,1550.0,2,75.0,3,92
2502,Arekere,1445.0,2,125.0,3,20
2503,Murugeshpalya,1550.0,3,74.0,3,165
2504,Electronics City Phase 1,1515.0,2,80.91,3,76
2505,Hosa Road,1332.0,2,86.12,3,101
2506,Electronic City,1652.0,3,70.0,3,74
2507,Hegde Nagar,1570.0,3,105.0,3,94
2508,Sector 2 HSR Layout,794.0,1,60.0,1,196
2509,Seegehalli,1200.0,2,62.0,3,198
2510,Sarjapur  Road,1750.0,3,110.0,3,194
2511,Hebbal,1053.0,2,48.0,2,92
2512,Kadubeesanahalli,1665.0,3,70.0,3,116
2513,other,4051.0,4,345.0,4,230
2514,Bommasandra,1447.0,3,80.0,3,48
2515,Balagere,1012.0,2,75.0,2,25
2516,Malleshpalya,1900.0,3,60.0,3,159
2517,other,1308.0,2,92.66,2,230
2518,Hormavu,1351.0,2,53.0,1,100
2519,Gunjur,1140.0,2,49.11,2,85
2520,Jakkur,4305.905,4,260.5,4,110
2521,Uttarahalli,1250.0,2,55.0,3,216
2522,Kanakapura,1290.0,3,45.15,3,126
